City_Description,City,Country,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Current Description
343,Bandarbeyla,SO,9.4942,50.8122,79.43,67,54,17.67,broken clouds
344,Otjimbingwe,NA,-22.35,16.1333,72.77,37,10,0.65,clear sky
345,Biak,ID,-0.9131,122.8766,81.84,76,99,0.65,light rain
346,Maraba,BR,-5.3686,-49.1178,72.32,84,82,2.53,broken clouds
347,Puerto Leguizamo,CO,-0.1934,-74.7819,72.59,96,27,3.0,scattered clouds
348,Truro,GB,50.2653,-5.0544,52.88,71,75,31.07,light rain
349,Sao Felix Do Xingu,BR,-6.6447,-51.995,71.51,88,77,2.44,broken clouds
350,San Pedro De Ycuamandiyu,PY,-24.0917,-57.0764,65.52,99,66,3.62,broken clouds
351,Heinola,FI,61.2056,26.0381,26.01,75,81,6.26,broken clouds
352,Eldorado,BR,-23.7869,-54.2836,66.76,92,100,2.98,overcast clouds
353,Saldanha,ZA,-33.0117,17.9442,62.38,80,62,7.16,broken clouds
354,Florenville,BE,49.6998,5.3074,40.12,95,100,9.78,overcast clouds
355,Gold Coast,AU,-28.0,153.4333,88.45,57,43,12.66,scattered clouds
356,Isangel,VU,-19.55,169.2667,83.34,73,8,10.27,clear sky
357,Kamyshevatskaya,RU,46.4132,37.9563,51.04,95,100,6.22,overcast clouds
358,Lovozero,RU,68.005,35.0117,20.68,92,78,5.44,broken clouds
359,Westport,US,41.1415,-73.3579,41.9,58,73,13.0,broken clouds
360,Reinheim,DE,49.8269,8.8361,45.64,91,100,7.7,overcast clouds
361,Yigou,CN,35.8114,114.3167,49.96,69,100,6.51,overcast clouds
362,Urucara,BR,-2.5364,-57.76,79.3,61,98,3.33,overcast clouds
363,Nizhniy Ingash,RU,56.2,96.53,12.07,68,97,5.91,overcast clouds
364,Hosanagara,IN,13.9167,75.0667,76.35,60,100,5.95,overcast clouds
365,Privolzhsk,RU,57.3808,41.2886,18.19,97,93,8.93,overcast clouds
366,Padang,ID,-0.9492,100.3543,84.25,72,68,6.31,moderate rain
367,Channel-Port Aux Basques,CA,47.5702,-59.1367,35.13,60,100,21.3,overcast clouds
368,Gondanglegi,ID,-7.7479,112.0132,89.13,58,100,6.98,overcast clouds
369,Peterhead,GB,57.5058,-1.7981,45.0,60,99,18.41,overcast clouds
370,Thanh Hoa,VN,19.8,105.7667,84.38,60,62,7.56,broken clouds
371,Nampula,MZ,-15.1165,39.2666,79.34,58,1,1.03,clear sky
372,Siocon,PH,7.7061,122.1353,87.19,68,70,4.97,broken clouds
373,Saint-Leu,RE,-21.15,55.2833,79.66,75,92,2.51,overcast clouds
374,Komsomolskiy,UZ,40.4272,71.7189,41.72,93,100,2.3,fog
375,Ginda,IN,30.6945,78.4932,65.08,20,0,4.12,clear sky
376,Marevo,RU,57.3146,32.0804,22.55,87,100,8.68,light snow
377,Bilma,NE,18.6853,12.9164,63.75,25,67,12.26,broken clouds
378,Chaihe,CN,44.7667,129.7,30.25,45,1,7.85,clear sky
379,Portland,US,45.5234,-122.6762,45.21,60,75,5.99,broken clouds
380,Braunfels,DE,50.5155,8.3892,43.52,91,100,6.13,overcast clouds
381,Jieshi,CN,22.8134,115.8257,70.66,92,100,14.2,light rain
382,Port-Cartier,CA,50.0334,-66.8654,19.74,93,100,6.46,light snow
383,Muros,ES,42.7762,-9.0603,55.09,87,100,18.1,overcast clouds
384,Jalu,LY,29.0331,21.5482,56.71,82,0,5.97,clear sky
385,Labuhan,ID,-6.8844,112.2051,87.87,58,100,3.67,overcast clouds
386,Kemin,KG,42.7846,75.6892,39.16,86,100,3.47,overcast clouds
387,Burnie,AU,-41.0667,145.9167,59.94,47,22,18.05,few clouds
388,Bongor,TD,10.2806,15.3722,67.6,20,96,5.44,overcast clouds
389,Bilibino,RU,68.0546,166.4372,-33.0,99,21,3.42,few clouds
390,Someshwar,IN,13.5,75.0667,82.67,47,92,0.94,overcast clouds
391,Wilmington,US,34.2257,-77.9447,48.11,84,66,4.0,broken clouds
392,Itarema,BR,-2.9248,-39.9167,79.7,73,60,16.6,broken clouds
393,Derzhavinsk,KZ,51.1,66.3167,14.2,78,100,6.87,overcast clouds
394,Acarau,BR,-2.8856,-40.12,79.3,76,49,16.2,scattered clouds
395,Solone,UA,48.2081,34.8721,47.23,87,92,10.0,overcast clouds
396,Sur,OM,22.5667,59.5289,80.15,59,6,9.75,clear sky
397,Trofors,NO,65.5333,13.4063,19.27,78,15,5.39,few clouds
398,Barra Do Garcas,BR,-15.89,-52.2567,69.26,90,94,1.43,overcast clouds
399,Bulawayo,ZW,-20.15,28.5833,68.02,69,91,8.43,overcast clouds
400,Bushehr,IR,28.9684,50.8385,75.69,50,12,0.58,few clouds
401,Ghanzi,BW,-21.5667,21.7833,72.27,61,75,6.08,broken clouds
402,Zalesovo,RU,53.9939,84.7431,21.11,93,100,9.86,overcast clouds
403,Antofagasta,CL,-23.65,-70.4,60.89,82,12,1.1,few clouds
404,Kununurra,AU,-15.7667,128.7333,91.38,58,40,9.22,scattered clouds
405,Romny,UA,50.751,33.4747,35.01,98,100,9.26,overcast clouds
406,Emerald,AU,-23.5333,148.1667,90.36,14,68,11.43,broken clouds
407,Broken Hill,AU,-31.95,141.4333,67.8,29,70,9.75,broken clouds
408,Gizo,SB,-8.103,156.8419,86.47,63,9,5.39,clear sky
409,Road Town,VG,18.4167,-64.6167,80.8,75,15,24.74,few clouds
410,Mount Gambier,AU,-37.8333,140.7667,58.69,69,97,13.13,overcast clouds
411,Mpika,ZM,-11.8343,31.4529,70.84,60,25,9.95,scattered clouds
412,Warrnambool,AU,-38.3833,142.4833,56.82,79,87,22.64,overcast clouds
413,Impfondo,CG,1.6381,18.0667,69.49,96,99,2.84,overcast clouds
414,Jiuquan,CN,39.7432,98.5174,48.29,28,32,8.28,scattered clouds
415,Whakatane,NZ,-37.9585,176.9854,67.51,97,94,10.0,moderate rain
416,Obera,AR,-27.4871,-55.1199,64.38,99,96,2.08,overcast clouds
417,Sindou,BF,10.6667,-5.1667,68.9,24,63,5.35,broken clouds
418,Cascais,PT,38.6979,-9.4215,59.43,69,100,14.0,overcast clouds
419,Kysyl-Syr,RU,63.8986,122.7617,-14.06,97,100,2.33,overcast clouds
420,Pokrovsk,UA,48.282,37.1758,50.5,94,91,7.83,overcast clouds
421,Sokoni,TZ,-6.4333,39.55,80.06,82,97,8.34,overcast clouds
422,Turinsk,RU,58.0458,63.696,8.92,88,69,8.72,broken clouds
423,Polyarnyy,RU,69.1989,33.4478,29.55,84,100,4.5,overcast clouds
424,Pringsewu,ID,-5.3582,104.9744,90.82,49,93,4.94,overcast clouds
425,Stephenville Crossing,CA,48.5,-58.4318,32.7,65,85,14.16,overcast clouds
426,Miri,MY,4.4148,114.0089,85.6,69,76,6.67,broken clouds
427,Coremas,BR,-7.0144,-37.9458,77.74,65,31,8.81,scattered clouds
428,Moron,AR,-34.6534,-58.6198,60.96,84,74,7.56,broken clouds
429,Upernavik,GL,72.7868,-56.1549,9.32,99,87,7.76,overcast clouds
430,Lethem,GY,3.3803,-59.7968,76.42,78,96,5.79,overcast clouds
431,Kuusamo,FI,65.9667,29.1833,5.04,85,100,2.3,overcast clouds
432,Gazli,UZ,40.1333,63.45,56.44,52,71,8.59,broken clouds
433,Sistranda,NO,63.7256,8.834,30.16,61,51,30.67,broken clouds
434,Bonthe,SL,7.5264,-12.505,76.77,85,14,0.94,light rain
435,Adrar,MR,20.5022,-10.0711,60.44,21,0,11.21,clear sky
436,Nordborg,DK,55.0573,9.7408,37.29,87,100,18.41,light rain
437,Salaga,GH,8.5508,-0.5188,73.71,36,51,3.36,broken clouds
438,Oranjestad,AW,12.524,-70.027,79.92,85,40,13.8,scattered clouds
439,Saint-Augustin,CA,51.226,-58.6502,1.45,94,26,5.28,scattered clouds
440,Saryozek,KZ,44.3583,77.9753,36.3,100,100,6.78,overcast clouds
441,Atar,MR,20.5169,-13.0499,66.29,19,0,10.36,clear sky
442,Zelenoborskiy,RU,66.845,32.3622,23.25,89,99,2.57,overcast clouds
443,Banda Aceh,ID,5.5577,95.3222,82.65,70,100,12.41,overcast clouds
444,Sorland,NO,67.667,12.6934,39.06,55,3,9.64,clear sky
445,Kokkola,FI,63.8385,23.1307,23.94,92,100,4.61,overcast clouds
446,Kaduna,NG,10.5222,7.4383,63.81,27,60,7.38,broken clouds
447,Fuerte Olimpo,PY,-21.0415,-57.8738,69.66,99,74,4.81,broken clouds
448,Ust-Nera,RU,64.5667,143.2,-9.13,100,100,3.24,overcast clouds
449,Magadan,RU,59.5667,150.8,24.53,90,99,14.9,overcast clouds
450,Abu Zabad,SD,12.35,29.25,71.78,36,26,8.32,scattered clouds
451,Ulcinj,ME,41.9294,19.2244,44.82,75,90,10.58,overcast clouds
452,Sri Aman,MY,1.2376,111.4621,91.94,51,83,3.58,broken clouds
453,Shahr-E Kord,IR,32.3256,50.8644,31.77,80,0,2.3,clear sky
454,Artyom,AZ,40.4723,50.333,57.34,82,92,17.29,overcast clouds
455,Shingu,JP,33.7333,135.9833,65.79,64,79,3.67,broken clouds
456,Uruzgan,AF,32.8333,66.0,47.89,27,0,5.55,clear sky
457,Anjozorobe,MG,-18.4,47.8667,65.89,78,61,7.4,broken clouds
458,Gwanda,ZW,-20.9333,29.0,70.48,62,100,8.01,overcast clouds
459,Sawtell,AU,-30.3833,153.1,71.62,33,61,10.36,broken clouds
460,Phalaborwa,ZA,-23.943,31.1411,73.35,40,39,4.94,scattered clouds
461,Pinyug,RU,60.251,47.7842,6.94,97,37,1.43,scattered clouds
462,Narasannapeta,IN,18.4167,84.05,81.91,59,88,11.23,overcast clouds
463,Port Moresby,PG,-9.4431,147.1797,84.07,67,56,5.46,broken clouds
464,Skjervoy,NO,70.0311,20.9714,37.02,49,0,15.14,clear sky
465,Nagato,JP,34.3833,131.2,64.54,55,100,5.39,overcast clouds
466,Mata,PT,40.683,-7.4592,49.93,89,100,5.97,overcast clouds
467,Byumba,RW,-1.5763,30.0675,52.0,88,99,2.1,overcast clouds
468,Ambulu,ID,-8.345,113.6058,84.36,72,94,9.98,moderate rain
469,Sasaguri,JP,33.6167,130.5333,65.01,59,75,3.44,broken clouds
470,Muravlenko,RU,63.7898,74.523,-11.45,96,100,21.0,overcast clouds
471,Dunda,TZ,-8.1167,34.25,73.35,59,87,1.9,overcast clouds
472,Esso,RU,55.9333,158.7,18.68,98,100,2.59,overcast clouds
473,Boa Vista,BR,2.8197,-60.6733,78.78,78,20,8.05,few clouds
474,Lieksa,FI,63.3167,30.0167,19.31,95,77,4.5,broken clouds
475,Nhulunbuy,AU,-12.2333,136.7667,92.01,52,75,9.22,broken clouds
476,Yumen,CN,40.2833,97.2,46.62,29,7,8.01,clear sky
477,Alyangula,AU,-13.8483,136.4192,89.96,55,19,7.65,few clouds
478,Mingshui,CN,36.7167,117.5,47.7,79,100,4.09,light rain
479,Pathein,MM,16.7833,94.7333,87.46,58,68,3.47,broken clouds
480,Semiluki,RU,51.6853,39.0279,34.25,100,100,13.42,fog
481,Dusetos,LT,55.75,25.85,22.1,94,100,4.43,overcast clouds
482,Oranjemund,NA,-28.55,16.4333,60.67,81,9,5.77,clear sky
483,Gambela,ET,8.25,34.5833,77.45,60,93,3.42,overcast clouds
484,Saint-Joseph,RE,-21.3667,55.6167,79.18,76,95,1.16,overcast clouds
485,Bubaque,GW,11.2833,-15.8333,82.62,50,4,9.86,clear sky
486,Opuwo,NA,-18.0607,13.84,67.59,58,77,4.56,broken clouds
487,Kuala Lipis,MY,4.1842,102.0468,91.85,48,59,1.07,broken clouds
488,Andros Town,BS,24.7,-77.7667,75.16,72,100,14.72,overcast clouds
489,Aksarka,RU,66.5606,67.7975,-12.19,95,38,9.22,scattered clouds
490,Anadyr,RU,64.75,177.4833,-14.3,70,20,15.66,few clouds
491,Sena Madureira,BR,-9.0656,-68.6569,73.17,99,99,2.62,heavy intensity rain
492,Zyryanka,RU,65.75,150.85,-20.27,96,100,5.1,overcast clouds
493,Macenta,GN,8.5435,-9.471,65.8,73,56,1.59,broken clouds
494,Kanke,IN,23.4333,85.3167,73.42,43,52,4.61,haze
495,The Valley,AI,18.217,-63.0578,80.46,70,0,26.33,clear sky
496,Tessalit,ML,20.1986,1.0114,63.36,24,98,10.29,overcast clouds
497,Pandan,PH,14.0453,124.1694,82.85,80,58,10.02,broken clouds
498,Dicabisagan,PH,17.0818,122.4157,84.0,71,61,5.73,broken clouds
499,Telimele,GN,10.9167,-13.3333,66.79,47,23,2.73,few clouds
500,Durango,MX,24.8333,-104.8333,51.01,72,25,2.01,scattered clouds
501,Yulara,AU,-25.2406,130.9889,77.07,24,100,11.5,overcast clouds
502,Podosinovets,RU,60.2776,47.0659,7.48,97,9,0.81,clear sky
503,Itaituba,BR,-4.2761,-55.9836,75.04,83,90,1.34,overcast clouds
504,Sarny,UA,51.338,26.6019,25.56,96,97,4.76,overcast clouds
505,Ipixuna,BR,-1.7625,-48.8043,76.73,83,71,4.41,broken clouds
506,Ginir,ET,7.1333,40.7,61.32,60,28,2.35,scattered clouds
507,Nanfeng,CN,23.7434,111.7959,73.85,91,100,2.28,overcast clouds
508,Gelemso,ET,8.8167,40.5167,62.13,59,26,4.14,scattered clouds
509,Vilhena,BR,-12.7406,-60.1458,65.75,99,100,4.63,moderate rain
510,Xuddur,SO,4.1213,43.8894,75.04,69,56,18.05,broken clouds
511,Sept-Iles,CA,50.2001,-66.3821,20.05,92,100,4.61,overcast clouds
512,Mitu,CO,1.1983,-70.1733,71.62,100,98,2.48,overcast clouds
513,Fukue,JP,32.6881,128.8419,63.39,64,100,10.45,light rain
514,Tsiroanomandidy,MG,-18.7667,46.0333,74.35,69,10,3.31,clear sky
515,Broome,US,42.2506,-75.833,36.86,58,20,8.05,few clouds
516,Agirish,RU,61.9247,63.0231,-6.27,97,6,5.14,clear sky
517,Panguna,PG,-6.3164,155.4848,75.38,82,28,2.17,light rain
518,Najran,SA,17.4924,44.1277,61.12,57,0,3.98,clear sky
519,Hami,CN,42.8,93.45,41.99,42,62,5.39,broken clouds
520,Soyo,AO,-6.1349,12.3689,75.88,87,96,5.48,overcast clouds
521,Ivanava,BY,52.1451,25.5365,23.59,96,100,3.8,overcast clouds
522,Yurimaguas,PE,-5.9,-76.0833,75.87,76,42,1.92,scattered clouds
523,Namibe,AO,-15.1961,12.1522,72.57,82,80,1.99,broken clouds
524,Saint Anthony,US,45.0205,-93.218,20.82,88,0,0.0,clear sky
525,Fenoarivo,MG,-18.933,47.4354,69.87,73,75,9.22,broken clouds
526,Sambava,MG,-14.2667,50.1667,78.64,81,94,7.11,overcast clouds
527,Ngunguru,NZ,-35.6167,174.5,63.46,92,100,23.09,light rain
528,Shirdi,IN,19.7667,74.4833,75.2,28,9,5.12,clear sky
529,Inta,RU,66.0317,60.1659,-16.67,99,59,4.85,broken clouds
530,Bayburt,TR,40.2589,40.2278,41.58,50,100,4.25,overcast clouds
531,Kaniama,CD,-7.5667,24.1833,65.55,99,100,3.44,overcast clouds
532,Vestmannaeyjar,IS,63.4427,-20.2734,45.55,84,100,32.19,overcast clouds
533,Sao Gabriel Da Cachoeira,BR,-0.1303,-67.0892,72.97,99,100,1.59,overcast clouds
534,Karlstad,SE,59.3793,13.5036,32.56,75,75,8.05,light snow
535,Dhrangadhra,IN,22.9833,71.4667,79.93,25,65,7.52,broken clouds
536,Doctor Juan Leon Mallorquin,PY,-25.4,-55.2667,67.73,99,100,0.45,overcast clouds
537,Goderich,CA,43.7501,-81.7165,38.91,68,99,11.72,overcast clouds
538,Aktas,KZ,49.7789,72.9608,22.75,93,99,10.94,overcast clouds
539,Tommot,RU,58.9564,126.2925,-4.68,95,96,0.54,overcast clouds
540,Paamiut,GL,61.994,-49.6678,20.37,85,57,14.38,broken clouds
541,Aquidauana,BR,-20.4711,-55.7872,68.5,90,44,1.81,scattered clouds
542,Omachi,JP,36.5,137.8667,52.11,78,100,4.21,overcast clouds
543,Navalmoral De La Mata,ES,39.8916,-5.5406,45.91,82,100,6.31,overcast clouds
544,Dunedin,NZ,-45.8742,170.5036,61.81,69,88,5.01,overcast clouds
545,Tuburan,PH,6.6439,122.2736,84.65,72,90,5.61,overcast clouds
546,Thai Binh,VN,20.45,106.3333,84.76,59,87,7.07,overcast clouds
547,Marsh Harbour,BS,26.5412,-77.0636,78.78,79,100,14.76,overcast clouds
548,Roma,US,43.2128,-75.4557,38.88,65,100,10.36,overcast clouds
549,Neuquen,AR,-38.9516,-68.0591,63.97,25,24,12.66,few clouds
550,Gemona,IT,46.2794,13.1431,45.1,87,100,6.04,moderate rain
551,Pingliang,CN,35.5392,106.6861,51.55,34,23,4.12,few clouds
552,Lannion,FR,48.75,-3.4167,53.01,83,86,7.0,overcast clouds
553,Kargil,IN,34.5667,76.1,19.72,42,0,0.74,clear sky
554,Pasighat,IN,28.0667,95.3333,77.81,36,0,3.71,clear sky
555,Palauig,PH,15.435,119.9045,88.48,61,92,2.62,overcast clouds
556,Walvis Bay,NA,-22.9575,14.5053,62.55,77,1,3.53,clear sky
557,Vertou,FR,47.1687,-1.4693,48.18,81,40,13.8,light rain
558,Laguna,US,38.421,-121.4238,53.08,74,0,4.61,clear sky
559,Freeport,US,40.6576,-73.5832,42.08,65,0,16.11,clear sky
560,Cap Malheureux,MU,-19.9842,57.6142,80.47,64,2,7.0,clear sky
561,Tyret Pervaya,RU,53.6703,102.3106,14.31,72,46,7.61,scattered clouds
562,Piney Green,US,34.716,-77.3202,49.93,88,75,3.44,broken clouds
563,Ranong,TH,9.9658,98.6348,77.86,91,99,4.65,moderate rain
564,Chekalin,RU,54.0969,36.245,34.29,99,100,11.86,light snow
565,Rustenburg,ZA,-25.6676,27.2421,71.17,52,100,3.15,overcast clouds
566,Axim,GH,4.8699,-2.2405,76.69,87,4,4.34,light rain
567,Zharkovskiy,RU,55.849,32.2697,25.18,94,100,10.09,light snow
568,Port Macquarie,AU,-31.4333,152.9167,70.86,38,65,16.69,broken clouds
569,Tafo,GH,6.7345,-1.6127,68.86,93,59,2.17,broken clouds
570,Bazaliya,UA,49.7127,26.4733,17.82,99,87,4.09,overcast clouds
571,Katherine,AU,-14.4667,132.2667,93.52,49,40,8.05,scattered clouds
572,Ayagoz,KZ,47.9714,80.4392,32.31,99,100,11.43,light snow
573,Tupiza,BO,-21.45,-65.7167,56.1,68,76,7.11,broken clouds
574,Molepolole,BW,-24.4066,25.4951,71.49,51,100,7.99,overcast clouds
575,Rayagada,IN,19.1667,83.4167,83.55,53,10,2.93,clear sky
576,Vanimo,PG,-2.6741,141.3028,84.47,73,55,4.16,broken clouds
577,Ialibu,PG,-6.2821,143.9935,64.54,91,75,2.06,broken clouds
578,Vigeland,NO,58.0844,7.305,33.06,79,89,21.25,light snow
579,Varkaus,FI,62.3153,27.873,25.3,90,93,5.3,overcast clouds
580,Neryungri,RU,56.6709,124.6491,-2.96,95,62,2.57,broken clouds
581,Berlevag,NO,70.8578,29.0864,35.55,87,75,6.91,broken clouds
582,Marrakesh,MA,31.6315,-8.0083,51.87,82,0,3.44,clear sky
583,Nakhon Phanom,TH,17.3333,104.4167,86.59,52,61,9.19,broken clouds
584,Buraydah,SA,26.326,43.975,61.65,33,0,4.07,clear sky
585,Comodoro Rivadavia,AR,-45.8667,-67.5,69.66,43,0,27.63,clear sky
586,Nouadhibou,MR,20.931,-17.0347,70.97,47,0,15.19,clear sky
587,Ramanuj Ganj,IN,23.8,83.7,74.35,37,18,2.84,few clouds
588,Chegdomyn,RU,51.1167,133.0167,11.88,75,99,2.24,overcast clouds
589,Gravdal,NO,68.1214,13.5031,28.29,80,0,3.44,clear sky
590,Launceston,AU,-41.45,147.1667,66.61,42,81,23.02,broken clouds
591,Akdepe,TM,42.0551,59.3788,52.12,58,100,8.95,overcast clouds
592,Yugo-Kamskiy,RU,57.7053,55.5894,14.02,98,96,2.28,overcast clouds
593,Chulym,RU,55.0997,80.9572,14.38,84,100,14.45,overcast clouds
594,Khandagayty,RU,50.7333,92.05,14.43,90,100,1.99,overcast clouds
595,Ayan,RU,56.45,138.1667,13.51,64,49,13.56,scattered clouds
596,Gilgit,PK,35.9221,74.3087,35.02,46,0,3.98,clear sky
597,Ambunti,PG,-4.2365,142.8448,86.14,69,72,3.51,broken clouds
598,Beisfjord,NO,68.3751,17.5988,27.05,61,0,9.48,clear sky
599,Leh,IN,34.1667,77.5833,18.82,51,0,2.24,clear sky
600,Rio Grande,BR,-32.035,-52.0986,67.77,94,100,9.62,light rain
601,Vanavara,RU,60.34,102.2797,-9.89,94,78,4.05,broken clouds
602,Manzanares,ES,38.9991,-3.3699,44.62,86,100,15.99,overcast clouds
603,Itoman,JP,26.1247,127.6694,80.62,73,75,17.27,broken clouds
604,Kyzyl-Suu,KG,42.3414,78.0056,38.25,58,95,2.89,overcast clouds
605,Archidona,ES,37.0965,-4.3887,52.41,94,100,5.21,overcast clouds
606,Sorong,ID,-0.8833,131.25,84.88,71,93,5.91,overcast clouds
607,Ipora,BR,-16.4419,-51.1178,68.47,80,91,2.62,overcast clouds
608,Popondetta,PG,-8.7537,148.2534,88.99,54,85,6.29,overcast clouds
609,Micheweni,TZ,-4.9667,39.8333,79.93,81,59,7.58,light rain
610,Basoko,CD,1.2391,23.616,69.96,97,100,3.31,light rain
611,Bereda,ES,43.2686,-7.5406,46.42,100,100,5.61,overcast clouds
612,Mindelo,CV,16.8901,-24.9804,74.75,73,40,21.85,scattered clouds
613,Rocha,UY,-34.4833,-54.3333,60.58,97,100,12.73,overcast clouds
614,Rokytne,UA,51.2796,27.214,23.04,98,86,5.23,overcast clouds
615,Christchurch,NZ,-43.5333,172.6333,70.95,40,71,11.5,broken clouds
616,Los Llanos De Aridane,ES,28.6585,-17.9182,64.15,78,75,10.36,broken clouds
617,Tual,ID,-5.6667,132.75,85.17,66,100,2.8,overcast clouds
618,San Roque,ES,36.2107,-5.3842,58.03,82,75,11.5,broken clouds
619,Menfi,IT,37.6066,12.9678,59.09,84,88,26.57,overcast clouds
620,Puerto Narino,CO,-3.7703,-70.3831,73.62,98,100,2.08,overcast clouds
621,Kuliyapitiya,LK,7.4688,80.0401,85.68,58,33,4.56,scattered clouds
622,Bahir Dar,ET,11.5936,37.3908,63.25,72,68,4.09,broken clouds
623,Chapais,CA,49.7834,-74.8492,15.58,88,100,14.14,overcast clouds
624,Quimper,FR,48.0,-4.1,50.56,87,75,13.8,light rain
625,Beloha,MG,-25.1667,45.05,71.83,48,0,7.61,clear sky
626,Dalbandin,PK,28.8947,64.4101,60.39,20,0,6.82,clear sky
627,Berdigestyakh,RU,62.0989,126.6992,-15.18,99,99,0.56,overcast clouds
628,Framingham,US,42.2793,-71.4162,39.25,49,16,4.0,few clouds
629,Jacqueville,CI,5.2052,-4.4146,79.5,80,3,8.39,clear sky
630,Lebu,CL,-37.6167,-73.65,53.69,86,4,16.71,clear sky
631,Kangundo,KE,-1.2979,37.3471,64.74,86,100,3.2,overcast clouds
632,Karasburg,NA,-28.0167,18.75,61.54,72,0,6.04,clear sky
633,Presidencia Roque Saenz Pena,AR,-26.7852,-60.4388,64.42,82,92,6.35,overcast clouds
634,Bay Roberts,CA,47.5999,-53.2648,31.33,72,9,7.0,clear sky
635,Kurilsk,RU,45.2333,147.8833,39.36,73,100,22.06,overcast clouds
636,Khvastovichi,RU,53.4694,35.0941,36.23,99,100,8.88,overcast clouds
637,Inhambane,MZ,-23.865,35.3833,76.53,56,3,6.85,clear sky
638,Pouembout,NC,-21.1333,164.9,84.47,68,54,7.9,broken clouds
639,Zambezi,ZM,-13.5432,23.1047,67.48,76,71,3.04,broken clouds
640,Bentiu,SS,9.2333,29.8333,77.04,42,69,3.76,broken clouds
641,Keetmanshoop,NA,-26.5833,18.1333,66.2,64,2,8.61,clear sky
642,Pijino,CO,9.3291,-74.453,75.0,94,100,2.73,light rain
643,Verkhnevilyuysk,RU,63.4453,120.3167,-8.43,97,100,1.34,overcast clouds
644,Tamandare,BR,-8.7597,-35.1047,74.3,85,57,4.32,light rain
645,Kirkuk,IQ,35.4681,44.3922,64.09,27,100,4.47,overcast clouds
646,Corner Brook,CA,48.9667,-57.9484,26.96,78,91,8.32,overcast clouds
647,Conde,BR,-7.2597,-34.9075,72.86,88,20,2.3,few clouds
648,Plouzane,FR,48.3833,-4.6167,50.05,78,20,26.46,few clouds
649,Quthing,LS,-30.4,27.7003,69.26,23,100,2.46,overcast clouds
650,Balkanabat,TM,39.5108,54.3671,65.82,29,59,6.24,broken clouds
651,Jiazi,CN,22.8779,116.067,70.36,93,100,12.77,light rain
652,Honiton,GB,50.7996,-3.189,46.27,95,72,5.99,broken clouds
653,Uusikaupunki,FI,60.8004,21.4084,28.6,94,100,11.61,overcast clouds
654,Panzhihua,CN,26.5851,101.7128,70.27,42,28,0.6,scattered clouds
655,Xam Nua,LA,20.4197,104.0439,78.3,55,39,3.89,scattered clouds
656,Lata,PT,40.1629,-8.3327,58.82,85,100,3.98,light rain
657,Protivin,CZ,49.1995,14.2172,34.48,95,83,6.31,broken clouds
658,Netivot,IL,31.4222,34.5886,67.77,70,100,4.29,overcast clouds
659,Tomigusuku,JP,26.185,127.675,80.37,73,75,17.27,broken clouds
660,Kongolo,CD,-5.3833,27.0,69.37,98,100,1.77,light rain
661,Zinder,NE,13.8072,8.9881,64.92,18,14,9.8,few clouds
662,Sassandra,CI,4.95,-6.0833,76.15,89,8,5.14,clear sky
663,Camacha,PT,33.0833,-16.3333,62.02,88,20,5.75,few clouds
664,Sirur,IN,18.8333,74.3833,76.32,30,13,6.08,few clouds
665,Coolum Beach,AU,-26.5333,153.1,86.34,44,55,10.04,broken clouds
666,Nalut,LY,30.3333,10.85,47.35,47,0,8.72,clear sky
667,Viedma,AR,-40.8135,-62.9967,48.2,72,0,9.95,clear sky
668,Saint-Francois,FR,46.4154,3.9054,42.24,81,75,9.22,broken clouds
669,Olinda,BR,-8.0089,-34.8553,78.53,73,75,3.44,broken clouds
670,Mazamari,PE,-11.3258,-74.5308,69.35,97,100,2.15,overcast clouds
671,Vila Velha,BR,-20.3297,-40.2925,69.94,97,100,3.44,overcast clouds
672,Torbat-E Jam,IR,35.244,60.6225,56.17,30,0,1.25,clear sky
673,Dwarka,IN,22.2394,68.9678,82.22,41,41,8.84,scattered clouds
674,Itabaiana,BR,-10.685,-37.4253,70.09,94,100,2.64,overcast clouds
675,Cam Ranh,VN,11.9214,109.1591,75.16,100,75,2.3,moderate rain
676,Thinadhoo,MV,0.5333,72.9333,81.66,72,18,13.02,few clouds
677,Itarare,BR,-24.1125,-49.3317,64.04,88,96,4.25,overcast clouds
678,Batagay-Alyta,RU,67.8006,130.4114,-25.56,92,74,3.83,broken clouds
679,Altay,CN,47.8667,88.1167,28.9,97,100,4.83,snow
680,Holme,DK,56.1138,10.1725,35.19,87,92,16.82,overcast clouds
681,Tazovskiy,RU,67.4667,78.7,-23.24,98,69,7.07,broken clouds
682,Belaya Gora,RU,68.5333,146.4167,-20.49,96,100,2.62,overcast clouds
683,Niamey,NE,13.5137,2.1098,72.41,18,51,9.06,broken clouds
684,Belyy,RU,55.8402,32.9419,25.18,94,100,11.01,light snow
685,Dhidhdhoo,MV,6.8833,73.1,81.91,62,39,9.75,scattered clouds
686,Verkhnyaya Inta,RU,65.9811,60.3094,-15.02,98,54,4.5,broken clouds
687,Kirakira,SB,-10.4544,161.9205,85.19,68,23,6.35,few clouds
688,Evensk,RU,61.95,159.2333,14.43,74,100,15.52,overcast clouds
689,Concepcion,CL,-36.827,-73.0498,55.2,71,0,12.66,clear sky
690,Luganville,VU,-15.5333,167.1667,84.81,71,34,2.08,scattered clouds
691,Porto Recanati,IT,43.4365,13.6613,55.98,65,100,24.87,light rain
